Date,Forecast,Actual
8/25/11,,356.1858542
8/26/11,,347.629375
8/27/11,,329.585125
8/28/11,,333.1271667
8/29/11,,367.5417708
8/30/11,,355.8499583
8/31/11,,324.4112292
9/1/11,,340.8122083
9/2/11,,326.61125
9/3/11,,320.47875
9/4/11,,326.7584583
9/5/11,,367.2988958
9/6/11,,373.1589583
9/7/11,,352.9961667
9/8/11,,373.9881667
9/9/11,,342.7089583
9/10/11,,341.63225
9/11/11,,324.9119375
9/12/11,,349.2843125
9/13/11,,343.7370979
9/14/11,,364.7147083
9/15/11,,366.36275
9/16/11,,362.2539375
9/17/11,,332.4661458
9/18/11,,352.9779375
9/19/11,,369.9766667
9/20/11,,371.2495
9/21/11,,369.6147708
9/22/11,,371.6879167
9/23/11,,369.2644313
9/24/11,,330.1421875
9/25/11,,315.9937772
9/26/11,,352.6527292
9/27/11,,373.1556667
9/28/11,,375.0320417
9/29/11,,376.8870417
9/30/11,,353.6804167
10/1/11,,325.0773958
10/2/11,,310.5225
10/3/11,,355.0630625
10/4/11,,372.7559167
10/5/11,,372.3023958
10/6/11,,382.5862917
10/7/11,,384.4963958
10/8/11,,356.6795417
10/9/11,,331.2038271
10/10/11,,380.2499792
10/11/11,,387.2072083
10/12/11,,390.1350208
10/13/11,,383.2982708
10/14/11,,379.3506313
10/15/11,,346.535875
10/16/11,,345.6514375
10/17/11,,386.349375
10/18/11,,374.8130208
10/19/11,,378.2834792
10/20/11,,378.3257917
10/21/11,,377.076375
10/22/11,,344.6864167
10/23/11,,318.7184792
10/24/11,,354.2714167
10/25/11,,363.7612292
10/26/11,,371.6916667
10/27/11,,365.9947708
10/28/11,,371.4224167
10/29/11,,347.5334375
10/30/11,,330.5938125
10/31/11,,356.989875
11/1/11,,346.0581458
11/2/11,,362.2687917
11/3/11,,361.3596667
11/4/11,,352.5175833
11/5/11,,318.2314792
11/6/11,,304.591125
11/7/11,,300.9860833
11/8/11,,301.5450208
11/9/11,,324.2907083
11/10/11,,338.7111458
11/11/11,,340.4527292
11/12/11,,320.1902083
11/13/11,,304.8592917
11/14/11,,343.2530625
11/15/11,,349.8772083
11/16/11,,342.2779583
11/17/11,,344.8797708
11/18/11,,343.5183146
11/19/11,,319.2429375
11/20/11,,296.5409375
11/21/11,,325.5565
11/22/11,,332.9785
11/23/11,,330.8470146
11/24/11,,321.0936375
11/25/11,,310.8038333
11/26/11,,288.047625
11/27/11,,270.890875
11/28/11,,299.6478542
11/29/11,,307.1255417
11/30/11,,314.6593125
12/1/11,,314.7306042
12/2/11,,319.618375
12/3/11,,303.6551875
12/4/11,,286.6133542
